Date,Power_kW,Holiday,Weekday,Hour,temp_C,solarRad_W/m2,Power-1
2017-07-28 11:00:00,359.0821962,3.0,4,11,21.072176470588232,415.48924264705886,346.5444983
2017-07-28 12:00:00,329.0612507,3.0,4,12,20.930235294117644,385.8423235294118,359.0821962
2017-07-28 13:00:00,344.0653398,3.0,4,13,20.78829411764706,356.1954044117647,329.0612507
2017-07-28 14:00:00,386.7056102,3.0,4,14,20.64635294117647,326.54848529411765,344.0653398
2017-07-28 15:00:00,411.1978962,3.0,4,15,20.504411764705882,296.9015661764706,386.7056102
2017-07-28 16:00:00,397.9138345,3.0,4,16,20.362470588235293,267.25464705882354,411.1978962
2017-07-28 17:00:00,331.5422929,3.0,4,17,20.220529411764705,237.6077279411765,397.9138345
2017-07-28 18:00:00,233.1836416,3.0,4,18,20.078588235294117,207.96080882352942,331.5422929
2017-07-28 19:00:00,189.1326892,3.0,4,19,19.936647058823528,178.31388970588233,233.1836416
2017-07-28 20:00:00,152.3781441,3.0,4,20,19.79470588235294,148.6669705882353,189.1326892
2017-07-28 21:00:00,141.6843792,3.0,4,21,19.652764705882355,119.02005147058827,152.3781441
2017-07-28 22:00:00,138.5517861,3.0,4,22,19.510823529411766,89.37313235294118,141.6843792
2017-07-28 23:00:00,133.5331907,3.0,4,23,19.368882352941178,59.7262132352941,138.5517861
2017-07-29 00:00:00,134.0970449,1.0,5,0,19.22694117647059,30.079294117647066,133.5331907
2017-07-29 01:00:00,133.9976274,1.0,5,1,19.085,0.432375,134.0970449
2017-07-29 02:00:00,131.7723498,1.0,5,2,19.335,0.5859166666666666,133.9976274
2017-07-29 03:00:00,131.6067935,1.0,5,3,18.8175,0.46375000000000005,131.7723498
2017-07-29 04:00:00,130.2785757,1.0,5,4,18.462500000000002,0.2515,131.6067935
2017-07-29 05:00:00,130.7997327,1.0,5,5,17.955833333333334,4.2124999999999995,130.2785757
2017-07-29 06:00:00,129.5598395,1.0,5,6,17.980833333333333,81.395,130.7997327
2017-07-29 07:00:00,130.7030361,1.0,5,7,19.046666666666667,283.35833333333335,129.5598395
2017-07-29 08:00:00,131.9362317,1.0,5,8,20.666666666666668,489.5333333333333,130.7030361
2017-07-29 09:00:00,137.2964047,1.0,5,9,22.117499999999996,666.5666666666667,131.9362317
2017-07-29 10:00:00,140.2104886,1.0,5,10,23.9425,813.1666666666666,137.2964047
2017-07-29 11:00:00,131.9780917,1.0,5,11,25.785,907.0,140.2104886
2017-07-29 12:00:00,112.6297718,1.0,5,12,28.287499999999998,950.8333333333334,131.9780917
2017-07-29 13:00:00,116.6650758,1.0,5,13,29.69666666666667,938.5,112.6297718
2017-07-29 14:00:00,114.3079392,1.0,5,14,28.0425,870.25,116.6650758
2017-07-29 15:00:00,119.5862759,1.0,5,15,24.219166666666666,749.9166666666666,114.3079392
2017-07-29 16:00:00,128.67764,1.0,5,16,22.714166666666667,576.5,119.5862759
2017-07-29 17:00:00,138.1668834,1.0,5,17,22.981666666666666,389.9083333333333,128.67764
2017-07-29 18:00:00,136.5412503,1.0,5,18,21.795,184.35,138.1668834
2017-07-29 19:00:00,134.5009939,1.0,5,19,20.334166666666665,35.100833333333334,136.5412503
2017-07-29 20:00:00,133.1342649,1.0,5,20,19.7375,3.0720833333333335,134.5009939
2017-07-29 21:00:00,132.9130348,1.0,5,21,19.493333333333332,4.071000000000001,133.1342649
2017-07-29 22:00:00,133.5325628,1.0,5,22,19.06833333333333,2.911,132.9130348
2017-07-29 23:00:00,131.9749522,1.0,5,23,18.580833333333334,2.2375833333333337,133.5325628
2017-07-30 00:00:00,131.5634684,1.0,6,0,18.419166666666666,4.491083333333333,131.9749522
2017-07-30 01:00:00,130.5462704,1.0,6,1,18.642500000000002,3.1494166666666668,131.5634684
2017-07-30 02:00:00,130.3945279,1.0,6,2,18.74416666666667,4.058416666666667,130.5462704
2017-07-30 03:00:00,131.4498185,1.0,6,3,18.954166666666666,3.1886666666666668,130.3945279
2017-07-30 04:00:00,131.4399814,1.0,6,4,18.864166666666666,5.697833333333333,131.4498185
2017-07-30 05:00:00,132.1926242,1.0,6,5,18.596666666666668,7.7435,131.4399814
2017-07-30 06:00:00,130.5688748,1.0,6,6,18.2925,93.99666666666667,132.1926242
2017-07-30 07:00:00,131.2612392,1.0,6,7,18.775000000000002,281.8,130.5688748
2017-07-30 08:00:00,131.0873109,1.0,6,8,19.639166666666664,400.30833333333334,131.2612392
2017-07-30 09:00:00,131.2241931,1.0,6,9,20.519166666666667,505.3416666666667,131.0873109
2017-07-30 10:00:00,133.1466136,1.0,6,10,22.168333333333333,841.9166666666666,131.2241931
2017-07-30 11:00:00,137.3303113,1.0,6,11,22.429166666666664,911.75,133.1466136
2017-07-30 12:00:00,136.7076438,1.0,6,12,22.358333333333334,956.25,137.3303113
2017-07-30 13:00:00,135.8344442,1.0,6,13,23.206666666666667,955.0833333333334,136.7076438
2017-07-30 14:00:00,136.2840206,1.0,6,14,24.284166666666668,895.5,135.8344442
2017-07-30 15:00:00,140.308441,1.0,6,15,24.263333333333332,775.0833333333334,136.2840206
2017-07-30 16:00:00,140.7904589,1.0,6,16,23.175833333333333,612.7416666666667,140.308441
2017-07-30 17:00:00,136.3378107,1.0,6,17,22.1425,421.2,140.7904589
