,data,pred_XGB,pred_BT,pred_GB
299,129.786,125.06799,127.45243966000002,122.70821935425214
300,129.462,133.02957,135.59163527,129.49658274845183
301,131.713,132.36627,129.0918447,132.98457140807417
302,134.068,131.77356,131.64921861,131.66178166893775
303,135.011,135.41194,133.98105084000002,134.6947986947725
304,138.014,137.76689,137.01629851,136.3451578604006
305,137.044,136.45793,135.08630135,136.78369575422633
306,136.986,136.49521,135.5179826,136.108635263393
307,136.719,134.15334,133.64284297,134.7870551695906
308,134.361,134.2519,135.92316647,134.8910454517684
309,132.43,132.92099,133.39130623,133.43484999918843
310,134.773,132.08556,129.03579416000002,131.48987318314178
311,133.237,132.85838,132.98574562,134.465747153766
312,132.688,132.13193,130.58618391,133.70239961441357
313,132.829,131.87514,131.37976579000002,133.70239961441357
314,131.971,128.54611,131.94887341999998,133.70239961441357
315,128.517,134.18246,131.37821696999998,132.38703459366158
316,131.938,133.50066,130.51156845999998,134.00271565662405
317,142.807,145.27998,146.13177396999998,143.94877596942933
318,172.273,173.75253,167.82674454,166.62447607720688
319,295.796,242.07292,244.78601966000002,231.5118544043693
320,355.178,358.25638,350.9843373399999,329.9459258909344
321,379.345,390.22717,371.14359009,375.27320333146366
322,385.257,382.661,381.65084776000003,377.69496030236013
323,393.677,342.42963,342.20799067,353.52612010227233
324,402.371,378.41162,350.7055078799999,376.14350877314297
325,356.965,396.9855,389.50593955000005,391.0191297720992
326,354.043,351.526,353.84165907999994,352.0761802381163
327,341.996,337.56995,341.31191458,334.90612401530586
328,307.78,305.30258,299.68019809,303.04332201726226
329,257.388,248.6363,243.22941370000004,255.64926478499083
330,220.046,211.78241,208.91319267000003,207.87903149146265
331,162.699,174.53688,165.95426301999996,179.90481392633063
332,156.94,153.55603,150.97648292999997,152.03985861538231
333,161.651,149.20259,146.84038004999996,148.9587193999982
334,156.109,151.7961,153.72243614,151.5235504852092
335,155.147,154.29655,158.10536651,148.56565836733165
336,155.679,152.18571,159.54160403999998,150.41970702473495
337,153.848,151.48409,157.8743621,150.41970702473495
338,152.646,151.70161,148.17265827,155.2740151276623
339,151.415,151.70161,145.35386866000005,153.33741258656258
340,157.163,153.16147,148.95198682,155.53739636634927
341,169.837,175.60123,169.18447364000002,181.78982885841208
342,194.4,204.14566,196.17446212,218.69050344058974
343,300.511,259.49915,273.71931678000004,251.45951854173728
344,367.008,358.38663,346.54368202999996,334.3884411620333
345,376.958,395.25363,399.44852675000004,383.34234875312444
346,384.553,374.5446,377.3989810500001,371.7495943047332
347,332.887,350.29633,343.3345688499999,355.6697191326213
348,325.508,341.5467,346.04582012000003,333.9859184464972
349,360.455,340.03995,337.98059113,333.48334407155465
350,380.409,364.26782,363.11825368,357.5977179871524
351,361.24,366.89117,356.69510877000005,361.9956544065689
352,311.316,347.83762,334.99806613,324.7635545671746
353,264.865,248.9589,246.38115775,256.6486672503512
354,231.274,222.85844,219.87998942,218.91653436703825
355,205.033,183.84375,191.39141294,187.4928765635336
356,170.411,177.58527,179.31210297,167.5031144988591
357,158.817,156.46495,155.27081661,155.80318141354536
358,153.873,151.10075,150.16119664000001,148.9587193999982
359,155.449,150.13374,147.95636764999998,155.2740151276623
360,155.019,149.59111,156.51539813,150.41970702473495
361,154.114,149.6601,156.72019818,150.41970702473495
362,152.242,151.51617,148.18410698,153.70352816355134
363,149.179,152.77847,144.66265541,153.33741258656258
364,156.613,150.92844,149.75371047000002,153.08729518919222
365,172.116,175.96817,170.80688351999999,179.1830880578898
366,197.932,202.28217,207.01613933,223.20550083117493
367,299.701,273.70245,284.10639439,249.22056831332822
368,367.414,363.81897,351.11803817999987,334.3884411620333
369,407.204,397.81638,394.70744222,383.9302762830263
370,405.831,397.15894,405.53348472,398.0609439025742
371,368.277,356.54968,363.24781038000003,367.36043885300506
372,377.926,361.26624,373.36181428,359.54413451178596
373,418.433,382.9733,396.00706964000005,384.40278928130124
374,450.696,372.75107,375.19595203999995,395.97002418724384
375,427.546,390.26306,386.98286991,417.88734197319656
376,386.15,355.9914,365.29181325,375.69596219493343
377,328.493,305.76523,309.6582825699999,289.6170006257688
378,244.903,248.97017,253.13677571,260.2726772985464
379,187.57,194.68015,200.24076345,196.76425861066406
380,159.955,155.4832,161.04021297000003,164.6246188927324
381,150.86,149.61539,147.73848634999996,150.68779180100876
382,147.815,145.24562,142.89545179,144.03720814903602
383,139.968,146.36061,143.17905329,145.37871847107292
384,146.158,139.03036,137.94990209000002,140.59925887712157
385,150.963,145.33006,142.84971974,145.37871847107292
386,149.448,148.1799,146.30113953000003,152.6467278838875
387,149.115,146.85638,144.60545371999999,150.19662670673046
388,153.847,149.79012,147.76858368999999,153.08729518919222
389,164.439,163.10562,163.88740458999996,167.57426710095768
390,208.272,192.95525,194.34781730000003,205.8307537148496
391,304.856,265.4499,278.62959943000004,262.80967044612817
392,361.678,360.99234,347.54514067,336.46009596179084
393,377.65,384.9387,380.32082998000004,381.0876798932702
394,388.07,363.62994,375.44694459999994,379.20403207089277
395,349.02,333.22406,340.35558102,355.50092700240396
396,340.081,349.476,357.22850982,345.720587711121
397,348.155,356.82013,347.67739733999997,346.71914331173036
398,349.891,350.034,360.97016592,350.9111442278048
399,335.243,346.75793,335.68149342000004,335.87108059066213
400,311.345,296.87506,296.77055135,304.1375151318842
401,253.95,249.40582,246.68617063999994,256.822451241339
402,225.083,210.16098,212.96591042999998,207.87903149146265
403,176.335,179.61493,170.43594113,184.07310136296738
404,158.181,158.02136,161.05283376,157.93883480507736
405,152.055,149.40697,148.73253577,148.78493540901033
406,152.157,147.4842,145.23862807999998,144.31937774020696
407,150.972,150.86438,145.45920934999998,152.7523511832707
408,145.133,148.14034,146.73761374999998,152.06166648059562
409,139.403,142.23021,141.22630522,143.1049584039357
410,139.721,137.98819,137.30806271,139.4509115864306
411,136.421,138.64839,138.60036463,139.4509115864306
412,146.841,138.68672,134.24420373,138.22754968551584
413,153.9,161.62787,162.51927328,154.3259323845666
414,192.204,181.74532,180.73931967000004,175.28143674739462
415,288.505,267.00146,255.12621407,249.81897507640227
416,346.221,351.00006,355.62458113,326.2812492906851
417,354.166,384.10196,385.14004620000003,371.39884334833306
418,345.952,360.5452,356.59500058000003,353.71268496059747
419,339.028,306.45956,319.64953202000004,323.74469727942386
420,340.345,340.27744,345.82676674,332.7921224824216
421,383.186,359.57443,345.47083115999993,347.51247963057506
422,384.716,385.35764,384.64724935,379.63021669450796
423,379.294,374.00986,372.97559299,366.9047177397171
424,339.749,336.33368,329.21016765,335.61082712114705
425,290.489,251.59096,247.77647712999996,259.7736924329343
426,253.533,224.10022,235.91933910999995,240.05686688885473
427,197.174,202.51779,205.73758842,201.8089537090312
428,146.395,177.5935,165.50908192,166.090197184739
429,138.329,142.5917,143.92028924000002,141.14868374219375
430,135.899,135.44493,136.67919993,136.28856240979837
431,129.407,135.2067,136.07984845,134.05190739404898
432,128.026,129.23004,126.2935037,128.8678396015154
433,127.574,126.68845,127.76251761,126.73492886232745
434,119.757,126.897354,125.53834929999998,126.73492886232745
435,118.293,119.01603,116.16985107,118.24567854046616
436,121.03,118.45247,117.59643987000001,118.30292651930752
437,122.619,123.13804,121.58980015,126.23855822078102
438,129.466,124.56128,123.04232122000003,125.0433220315919
439,136.611,131.32016,136.62584936000002,132.84664433641024
440,138.079,138.12437,138.97825578,140.0311781472763
441,136.502,138.28293,137.99996665,136.46874140084444
442,135.143,135.64174,133.73675588,134.6970354206007
443,134.748,135.81866,137.30590692000004,132.09981282729922
444,132.368,134.1019,133.77675311000002,134.01297371145742
445,132.214,134.24384,135.07357591,134.8613055816052
446,130.545,134.24927,132.55504808,132.7070013172529
447,131.654,132.58075,133.08250501000003,131.81843393707666
448,130.525,132.52681,136.21011677,132.74982187872584
449,130.664,129.40602,130.05922930000003,130.90463905115715
450,127.932,129.40602,129.64075488000003,130.90463905115715
451,127.413,125.09222,130.54817502999998,127.72312356397626
452,132.945,125.672264,126.59221666,128.11516109731795
453,131.514,131.50008,129.61882024,133.18617023768252
454,134.937,130.10983,130.55608657,131.35493260680477
455,129.384,135.67632,134.71021017999996,134.05190739404898
456,127.68,129.24283,127.27610441000002,128.8678396015154
457,123.024,126.68014,126.07821771999997,126.73492886232745
458,121.335,122.29914,121.71979637999998,120.90158324822701
459,121.535,119.80087,118.98244539999999,120.14383347331398
460,123.335,122.709236,122.12644535,121.65402144710716
461,123.499,125.719635,125.70714975000001,129.91366952401233
462,122.229,125.86508,126.18345376000002,126.63833577068118
463,122.004,125.650276,121.88964333000001,124.88038798312179
464,121.247,126.74455,122.44709294999998,125.33959289153096
465,123.06,122.8917,122.22044197999999,121.96045359135026
466,122.422,125.182945,129.50050295,123.56721816934855
467,123.21,124.030914,125.13356310000002,117.98844202743025
468,123.53,125.43594,126.92234555,122.95696940317626
469,127.339,126.30436,128.07272114,126.24562381474918
470,130.583,130.44994,132.76302949000004,128.5762727882561
471,139.535,131.93408,133.64510341,132.18512568111987
472,144.788,141.0642,140.82449107999997,138.7865320614226
473,143.829,141.8955,144.36002854,141.18488163629675
474,143.575,141.78995,142.87944034,140.8262156231448
475,141.386,140.8345,141.52261123,139.35062195130146
476,133.561,139.06572,136.8623165,137.82699441741403
477,124.046,132.63919,131.42872106000002,133.3985993529206
478,122.133,124.42255,126.55784959999998,124.2626270690205
479,121.165,120.61454,123.19197072,122.0402950850354
480,121.847,120.664406,118.46857203999998,122.0402950850354
481,119.463,120.60838,119.86533559,122.0402950850354
482,121.849,119.62633,116.11078660999999,120.14214015218758
483,119.151,120.87331,119.45217738999997,122.0402950850354
484,123.411,122.78073,123.82336602999999,123.0328086346493
485,132.57,135.58026,137.19056168999998,134.24609370644546
486,156.911,151.60732,162.26838537000003,149.07607232902956
487,264.551,225.58089,233.79948591999997,201.34070719154528
488,325.235,337.30923,333.37163769,313.30247757030907
489,381.356,370.87692,369.1122708,347.2485376172764
490,393.814,384.2306,381.15551838,379.0352399406754
491,362.095,347.89075,353.41763821000006,357.6105988199532
492,350.818,362.19785,359.95139817,353.1263936954796
493,357.715,360.7309,353.03997728999997,356.90907422056694
494,348.253,353.9226,360.47983880999993,352.5419153697153
495,335.618,334.3992,335.83574752,335.87108059066213
496,306.474,301.52103,298.96493627,304.1375151318842
497,277.413,244.92703,241.81165735999997,255.64926478499083
498,237.993,226.12306,236.27927232000002,227.25855675567436
499,176.642,184.66579,192.93399580000002,192.9854701018707
500,152.969,151.17688,160.92235613999998,157.93883480507736
501,146.848,145.67467,141.4233821,144.31937774020696
502,146.249,141.99025,139.14479579,140.70846576948455
503,142.548,145.08202,145.49133690000002,145.37871847107292
504,141.764,141.30717,139.17910006,143.0049529091408
505,140.075,141.13269,140.42684201,141.4319893401305
506,139.212,138.93214,138.02359661999998,140.59925887712157
507,135.772,138.27194,137.12398336,140.0359729897225
508,131.805,138.8482,135.49581773,138.81261108880773
509,138.801,141.05402,142.95051862000003,141.72419709094345
510,166.048,161.44446,163.14171055000003,155.4096457043385
511,259.004,229.25075,218.35048781,219.69163935720405
512,318.126,323.59113,327.91250765,308.0216570322692
513,353.084,350.30215,346.82835095999997,341.95137336630836
514,366.025,368.14133,365.2462486399999,355.3532284259325
515,345.387,330.9838,333.13320312999997,332.6239264088753
516,357.006,355.2214,353.93423247,344.58696062561785
517,370.291,367.40903,360.55449612,363.2559427850347
518,366.992,367.64813,373.81593249,367.85394403617937
519,348.305,339.34894,345.44125707,344.28499059138244
520,314.042,309.97867,312.42677739000004,311.42373004312054
521,250.99,263.8481,252.59994214000002,257.6824650573798
522,223.455,209.46233,210.05812645999998,207.73703195948875
523,182.821,176.49214,169.03760783,180.0785979173185
524,159.131,164.75056,170.36572098,161.21872351460044
525,150.249,149.41078,149.90239718999996,148.9587193999982
526,148.685,145.85172,142.93009093999999,142.4001597542227
527,150.133,147.7151,145.90372069000003,145.37871847107292
528,136.024,147.07027,144.88555991,150.19662670673046
529,135.19,134.07896,136.56429423000003,135.92194260634597
530,135.592,134.43907,134.32894930000003,135.92194260634597
531,135.261,134.04579,135.57995633000002,135.92194260634597
532,139.779,139.18546,138.17075545,138.81261108880773
533,146.55,153.43462,153.46658782,149.88900809713013
534,174.618,174.27934,176.36842405,162.6670167115326
535,260.414,236.45206,239.40765849,234.4569434507541
536,329.363,330.5918,327.40390865000006,311.7926185158598
